,C061129A1-SR-C1,C060112A1-SR-C1,C060202A4-SR-C1,C061128A3-SR-C1,C060116A4-SR-C1,C060116A1-SR-C1,C061128A1-SR-C1,C061128A4-SR-C1,C061121A1-SR-C1,C061208A2-SR-C1,C060112A6-SR-C1,C061208A3-SR-C1,C060116A6-SR-C1,C060202A2-SR-C1,C060112A4-SR-C1,C070109A4-C1,C060209A3-SR-C1,C060114A6-SR-C1,C060116A7-SR-C1,C060109A1-SR-C1,C080501B2-SR-C1,C060112A7-SR-C1,C061129A3-SR-C1,C060109A3-SR-C1,C060114A5-SR-C1,C060110A2-SR-C1,C060114A7-SR-C1,C060110A3-SR-C1,C060109A2-SR-C1,C060116A3-SR-C1,C061128B1-SR-C1,C060114A4-SR-C1,C061128B2-SR-C1,C060112A3-SR-C1,C060202A1-SR-C1,C061208B2-SR-C1,C080501A5-SR-C1,C061128A5-SR-C1,C061208B1-SR-C1,C060110A5-SR-C1,C060114A2-SR-C1,C060202A6-SR-C1,C060202A5-SR-C1,C060116A5-SR-C1
Step_280.soma.v.ISI_log_slope_skip,,0.0077,0.0141,0.082,0.0264,0.0453,0.0695,0.0428,0.0467,0.0197,0.0889,0.0383,0.0378,0.0178,0.0032,0.019,0.0481,0.0488,-0.0041,-0.0076,0.0267,0.0824,0.0093,-0.005,0.09,0.0018,0.1217,0.0491,0.0026,0.0899,0.0456,0.018,0.01,-0.01,0.0268,0.054,0.0919,0.0039,,0.0091,0.0601,0.0245,-0.0317,0.0495
Step_280.soma.v.time_to_last_spike,,1965.25,1978.15,1895.0,1960.05,1991.9,1966.55,1943.75,1984.5,1972.25,1975.4,1952.15,1977.55,1967.95,1960.0,1972.15,1939.4,1974.75,1957.25,1963.25,1985.65,1976.15,1970.1,1969.1,1935.15,1969.65,1986.15,1972.4,1947.25,1978.65,1964.9,1979.75,1987.35,1961.05,1977.65,1953.1,1967.85,1979.35,,1990.1,1940.25,1986.7,1967.5,1967.6
Step_280.soma.v.inv_time_to_first_spike,,103.7634,111.166,99.1654,,97.619,138.4645,63.8945,119.0645,77.1468,106.8182,,111.2347,86.9828,74.0903,80.0461,55.7276,99.0196,86.9828,84.0395,74.3751,50.0699,90.9768,82.3171,84.4619,113.0268,76.9641,122.741,99.5641,123.4756,,100.04,126.6026,84.0395,83.9161,,106.4302,102.6316,,116.7341,,57.9973,76.0995,
Step_280.soma.v.inv_first_ISI,,84.4787,40.0058,48.4863,39.6389,46.1916,120.1093,36.039,50.8193,43.1894,43.5606,52.9967,94.4888,31.8002,28.6124,58.3671,21.1627,42.3835,41.2766,26.6674,43.2549,33.7082,40.7943,30.6751,,45.6389,41.4543,89.3393,35.9123,57.4732,53.8636,35.2183,60.1238,33.815,35.0985,41.5191,36.7893,56.6188,,49.4779,48.5642,28.5312,37.738,125.9107
Step_280.soma.v.inv_second_ISI,,20.8813,20.4006,24.6966,18.0708,20.5134,36.1722,17.0654,26.5988,20.2154,23.8501,21.9799,19.6888,14.7281,15.2558,20.1818,13.0619,22.367,17.1333,13.2609,18.0003,18.3151,19.4185,14.1643,19.3259,17.7306,19.8626,27.0251,18.4592,23.0746,24.4522,18.2078,23.5514,20.6537,17.5584,19.4564,22.2488,27.8586,,19.5563,19.901,13.8177,15.4899,24.5145
Step_280.soma.v.inv_third_ISI,,18.8353,18.5376,18.0896,15.6803,17.726,25.9926,11.7092,18.4927,18.5747,18.9462,18.0314,16.5911,13.5019,13.9609,16.4566,12.5329,16.201,13.7632,12.6617,15.3192,13.4242,18.2703,14.9709,16.4948,16.4344,15.1583,19.412,15.179,20.8578,,13.5338,22.1769,17.2774,14.721,15.1432,21.9802,23.7615,,15.0706,17.0378,12.7181,13.8823,18.5811
Step_280.soma.v.inv_fourth_ISI,,17.2619,16.8218,16.213,15.9371,16.9351,23.5358,9.676,,16.9574,16.9112,18.1858,16.6669,13.0464,12.8922,15.4365,11.2349,15.7417,14.8824,13.3451,14.7663,12.4103,18.953,15.403,12.9187,15.1116,13.71,21.024,14.6466,19.6946,20.8696,13.0446,19.9805,15.5574,12.8725,13.7627,21.9446,23.5203,,16.3323,15.7607,12.779,13.1572,18.5063
Step_280.soma.v.inv_fifth_ISI,,20.6383,18.8028,14.6924,15.8616,,19.6352,8.6254,19.9769,17.2135,15.9634,17.0524,16.6593,13.1324,12.4133,13.2344,10.5031,13.7599,13.5465,12.4236,14.0464,12.0009,18.0605,14.5671,12.6302,17.6174,14.9843,19.3085,15.2588,20.6207,19.4193,12.7123,21.1888,13.3304,11.876,14.0158,20.6866,22.4473,,15.7278,13.3053,12.4142,13.1476,16.6554
Step_280.soma.v.inv_last_ISI,,14.4814,17.0317,13.8203,15.0996,14.2096,17.4522,8.181,17.2146,15.9805,12.6017,15.0652,14.9734,12.3452,12.6831,12.7068,10.3312,14.9458,13.5082,13.4126,13.8681,9.8802,17.9538,15.4405,11.4155,16.5324,9.9485,17.4756,14.4516,14.2119,17.9516,12.4918,19.9404,14.6874,10.8003,11.7498,15.9636,22.1226,,15.0939,12.2729,11.7998,14.5741,15.25
Step_280.soma.v.AP_amplitude,,60.1371,60.4304,48.6945,73.119,72.1709,50.4314,61.9269,58.4578,55.7812,57.48,56.5985,54.1239,61.102,66.557,50.7801,57.622,72.7657,68.7547,76.5694,64.4615,68.7443,68.7225,71.108,62.9137,72.9874,61.2795,63.6743,77.7271,60.0634,57.0326,62.114,59.4022,68.1097,55.1865,53.5727,69.7798,54.2725,,75.2874,67.3774,63.4342,52.59,59.5331
Step_280.soma.v.AP1_amp,,102.7713,104.8213,112.4519,111.115,115.49,110.1981,77.855,113.7644,104.4963,119.8381,100.5038,107.23,100.1244,106.6619,110.8556,94.0756,113.2419,108.0819,81.55,102.0206,81.5156,97.1594,102.5781,107.8856,105.4756,106.7275,105.475,112.9294,112.6187,104.7531,106.655,106.4788,99.7419,97.3137,97.2575,103.1987,104.0444,,108.1713,105.2662,97.7262,96.7888,108.6337
Step_280.soma.v.APlast_amp,,57.7275,57.515,43.7656,70.1875,69.1906,41.9875,56.6906,53.8925,52.6194,48.5787,53.1125,50.245,58.0631,61.9563,46.2463,55.1475,71.1088,65.8125,76.285,61.3256,65.1506,65.4031,71.2656,58.0969,71.1394,55.54,62.2894,73.5156,50.6775,51.6456,57.9044,56.49,65.6012,50.7763,49.7563,67.3344,49.4563,,73.1444,62.6663,60.4669,50.9056,57.62
Step_280.soma.v.AP_duration_half_width,,1.0014,0.8184,1.0344,1.306,1.2045,0.9528,1.2421,0.833,0.997,0.8377,0.8169,0.849,1.0211,1.0951,1.175,0.9,1.0538,1.0874,1.261,1.22,1.2881,1.4099,1.2876,0.8167,1.4088,0.8771,0.9073,1.4946,1.0016,0.9057,0.9132,0.8902,1.0199,0.8994,0.9039,1.3304,0.9156,,1.3471,0.9935,1.2004,0.89,0.8474
Step_280.soma.v.AHP_depth,,26.9018,24.2217,31.3419,18.4341,26.1842,31.4011,20.7944,29.5095,27.6019,30.5578,25.4159,25.2276,22.1919,20.5238,33.664,18.5572,20.2843,18.1027,15.7025,21.8267,19.4032,25.5051,20.5763,22.9006,19.3877,16.9541,27.1517,19.6426,29.2713,26.2937,19.7561,26.9548,20.9435,23.0997,22.4586,20.8944,32.6748,,19.5374,19.4299,20.5504,28.8618,27.4115
Step_280.soma.v.fast_AHP,,7.172,12.1783,9.3309,11.8924,10.3638,7.8506,12.4577,10.7047,9.6246,13.5642,10.7192,11.6006,12.0241,11.9387,8.0359,13.1859,11.4467,12.6082,10.0716,11.2776,14.2517,9.8306,10.5049,12.5117,8.4469,12.673,11.1706,11.3266,11.4883,10.1751,13.0593,5.9519,11.9745,11.2083,11.4654,8.7325,5.9677,,8.6745,9.6383,9.3432,9.4202,9.203
Step_280.soma.v.AHP_time_from_peak,,16.4224,17.0276,14.5972,18.0251,17.1653,17.9903,23.255,15.8713,16.6989,19.1232,15.7037,16.3603,15.9051,18.7385,19.6719,23.4595,13.0268,14.1955,22.1633,17.2231,20.3586,17.3113,18.361,20.3641,19.1767,18.9341,15.8019,18.2607,16.0908,18.2527,19.0442,18.5941,15.4963,19.9735,18.9014,17.3878,15.8324,,20.4527,20.9339,20.0451,17.2544,18.0386
Step_280.soma.v.steady_state_voltage,,-86.3747,-89.5345,-85.062,-86.9588,-86.0444,-84.0892,-82.4959,-86.483,-84.9123,-85.2833,-84.3575,-87.3714,-86.2834,-85.4462,-86.8733,-89.8007,-87.9077,-87.4864,-88.0426,-85.1479,-84.4928,-86.2404,-88.1266,-86.6474,-90.8665,-85.3194,-88.9296,-87.5456,-86.5374,-86.1983,-85.6124,-87.5549,-87.9186,-86.3891,-84.4131,-86.0802,-86.5069,,-87.5269,-87.3715,-87.1131,-86.5705,-87.7987
Step_280.soma.v.decay_time_constant_after_stim,,6.8783,6.4125,8.0029,7.8404,8.3443,7.6092,10.9056,7.6104,9.977,8.8883,10.5905,6.9042,7.9864,9.9422,9.4157,11.9326,7.1048,8.5074,8.6655,8.087,12.374,9.2967,5.9599,10.3891,7.0157,8.4571,6.6872,5.6958,8.9278,8.3709,7.6216,8.0024,6.8168,8.7783,10.7083,6.0954,8.3423,,7.1723,10.1416,9.5848,7.7618,6.9137
Step_280.soma.v.voltage_base,,-82.5732,-84.525,-83.3622,-83.2616,-83.0556,-81.1465,-80.6843,-82.8794,-82.5896,-81.9113,-83.0066,-83.2174,-83.2796,-82.4523,-82.0532,-85.5995,-83.7479,-83.1886,-85.1709,-82.1398,-81.3056,-83.1943,-84.1762,-83.1502,-86.4597,-82.5836,-84.2424,-83.3337,-83.6564,-82.4739,-81.8019,-83.8781,-83.4259,-83.6973,-82.6858,-83.539,-83.5936,,-83.4794,-83.628,-84.7272,-83.4476,-84.5656
Step_280.soma.v.voltage_after_stim,,-87.6205,-90.4736,-86.746,-87.9615,-87.4388,-85.228,-84.2016,-87.4583,-86.5759,-87.5459,-86.0398,-88.6302,-87.1463,-88.2485,-89.6198,-92.34,-90.1095,-89.0857,-89.3254,-86.164,-86.6751,-87.5019,-88.755,-88.8471,-91.9329,-87.9461,-90.031,-89.1314,-87.9511,-87.6823,-87.5367,-88.7927,-89.3584,-87.2763,-86.2053,-86.6743,-87.8118,,-88.8478,-89.1877,-88.3295,-87.6928,-88.7848
Step_280.soma.v.AP2_AP1_peak_diff,,4.1963,4.0887,2.835,-1.6906,-0.6913,-13.1238,-3.7438,-2.6956,7.8819,-11.0125,7.7738,1.4144,7.9688,0.2019,1.8894,5.0475,-2.6244,2.1869,3.4206,3.6175,-2.6531,-1.2719,5.5738,-2.1387,-0.3806,-0.7406,-1.7206,-0.2906,-3.4375,-0.7981,-2.0487,0.2469,3.8875,5.6125,9.3669,1.3537,-5.2094,,-1.6775,-1.6069,7.02,8.7619,0.2312
Step_280.soma.v.time_to_second_spike,,22.25,34.0,31.0,36.25,31.9,15.6,43.5,28.25,36.4,32.4,32.6,20.35,43.0,48.45,29.8,65.65,33.75,35.75,49.4,36.6,49.75,35.55,44.75,36.15,30.9,37.4,20.05,37.9,,28.1,38.4,24.9,41.5,40.5,39.45,38.15,27.5,,29.5,32.0,52.35,39.65,17.95
Step_280.soma.v.AP_duration,,1.9704,1.7011,2.0538,2.8851,2.7701,1.7736,1.9895,1.6799,2.0924,1.7708,1.8425,1.7433,2.2469,2.3139,2.3431,2.3429,2.2096,2.2546,2.5239,2.7624,2.142,2.7194,2.6713,1.9569,2.8,1.9972,1.8791,3.2446,2.1266,1.823,1.9289,1.7244,2.1588,2.0399,2.0873,2.6907,1.7539,,2.7104,2.0893,2.6056,1.8752,1.751
Step_280.soma.v.spike_half_width,,3.2514,3.438,4.02,2.1763,1.8565,4.1711,3.3171,3.7616,2.4948,4.6303,2.484,3.1752,2.6371,2.8782,4.6499,4.4946,3.4463,3.2778,1.6787,2.0485,3.0793,2.3078,2.1039,3.9443,2.2716,4.1494,3.0248,1.9441,3.234,3.927,3.822,2.81,3.1258,2.9947,3.4886,2.0375,4.1381,,2.3922,3.4819,2.4101,3.0069,2.5682
Step_280.soma.v.spikerate_tau_jj,,12.9701,34.4088,41.7496,29.0825,35.3183,17.5624,40.446,33.003,30.6052,54.5267,27.1279,12.6051,31.3962,36.3839,20.1032,86.8319,41.9954,23.3431,21.4474,27.4112,57.5548,19.5753,18.1158,52.0083,19.2257,59.6069,17.9267,26.8575,39.2131,35.8714,35.5138,16.6288,51.6596,43.7733,40.3104,98.6173,18.9366,,16.8031,35.6159,38.1447,16.7061,10.8032
Step_280.soma.v.spikerate_drop,,0.229,0.4169,0.2811,0.3721,0.3068,0.1544,0.2308,0.344,0.3699,0.2953,0.2968,0.176,0.39,0.4351,0.2241,0.4768,0.3179,0.3405,0.495,0.3031,0.2991,0.4431,0.4891,0.2666,0.3683,0.2623,0.2102,0.3999,0.2511,0.3313,0.3471,0.3345,0.4538,0.3328,0.288,0.4481,0.4003,,0.3193,0.2541,0.4193,0.3894,0.1221
Step_280.soma.v.spikerate_tau_log,,34.4777,23.2678,30.5594,37.4956,34.5335,27.5614,51.0741,17.8741,37.0145,83.097,29.1269,37.6702,35.4895,28.2524,42.1529,80.0254,34.6901,55.0475,8.3891,38.5982,145.8552,24.0997,30.7117,41.2433,21.7493,73.7287,19.9523,22.4029,35.7172,63.5633,28.8873,11.0646,43.7532,65.5188,105.3693,39.9992,19.9586,,19.9571,65.4908,51.9524,16.9532,40.0938
Step_280.soma.v.spikerate_tau_fit,,0.4877,14.6296,20.4695,13.355,13.872,2.5804,25.9124,16.3989,13.0801,27.8347,10.4364,3.78,14.8723,21.8794,9.438,57.6969,24.6941,10.3824,7.2414,14.4569,30.9144,8.2495,6.0473,24.3444,6.1068,21.8118,5.9656,17.171,11.1573,12.6995,22.6651,7.533,24.6459,20.085,18.6901,62.1309,9.5369,,8.4716,14.0481,8.2479,7.3312,3.1445
Step_280.soma.v.spikerate_tau_slope,,8.1647,3.3614,3.2438,4.5887,5.366,7.9407,6.0017,3.8189,4.8123,4.6475,4.5854,11.1892,4.2355,3.5997,6.0661,2.228,3.1743,4.7106,4.268,4.4983,4.3019,4.5212,2.4944,3.978,5.0201,3.7363,16.9384,17.3832,5.8526,4.0659,3.8169,7.272,2.8435,3.1567,4.7259,2.5883,3.5353,,5.5278,4.6778,3.819,5.5126,12.8742
Step_300.soma.v.number_initial_spikes,,5.5,,,4.5,,,,5.5,,,,,,,,3.5,,,,,,,,,,,5.5,4.5,,,,,,,,,6.3333,,4.5,4.5,,,
IDrest_150.soma.v.AHP_slow_time,,0.1583,0.177,0.2263,0.195,,0.2689,,0.2055,0.2632,0.1864,0.2158,0.2078,0.1102,0.1963,0.1887,0.122,0.0221,,0.2304,0.2082,0.224,0.2749,0.186,0.0903,0.2058,0.1492,0.1247,0.1328,0.1514,,0.0861,0.241,0.1264,0.0764,0.2211,0.2822,0.3146,,,0.1179,0.2324,,0.2193
IDrest_150.soma.v.ISI_CV,,0.2751,0.1706,0.2529,0.3582,,0.1376,,0.0607,0.0967,0.0767,0.1141,0.1208,0.4107,0.2917,0.3723,0.2528,,,0.1932,0.2086,0.1002,0.0429,0.2378,0.4926,0.1372,0.1599,0.4796,,0.2461,,0.1947,0.0444,0.2866,0.4387,0.0714,0.0536,0.0628,,,0.332,0.3613,,0.3277
IDrest_150.soma.v.adaptation_index2,,0.0537,0.0319,0.0554,-0.0024,,0.0044,,0.0058,0.0086,0.004,0.0147,0.0056,0.0256,-0.1377,-0.2521,0.0908,,,0.0179,-0.0951,0.0138,0.0006,0.0601,0.2656,0.0073,0.0153,0.0965,,0.044,,-0.0139,0.0029,0.085,-0.1659,0.0022,0.0056,0.0006,,,0.0784,0.0021,,0.0221
IDrest_150.soma.v.AHP_depth_abs_slow,,-63.5305,-66.3546,-57.1312,-70.0805,,-58.1664,,-59.3693,-61.1658,-56.2702,-64.0044,-62.191,-69.4852,-65.7571,-59.2849,-72.3476,-69.33,,-76.3419,-69.0006,-66.85,-64.4183,-73.2902,-65.6171,-70.894,-66.2723,-62.5736,-70.9016,-60.5802,,-67.0424,-65.4271,-68.129,-68.9791,-66.0609,-68.6533,-58.7054,,,-69.2431,-71.9072,,-63.7278
IDrest_150.soma.v.ISI_log_slope,,0.2812,0.1318,0.2,0.0766,,0.0628,,0.0405,0.0585,0.0231,0.1189,0.0763,0.1369,-0.4702,-0.7972,0.3464,,,0.1532,-0.3381,0.0675,-0.0117,0.2257,1.0767,0.0708,0.1351,0.4965,,0.2314,,-0.0227,0.0075,0.3762,-0.4331,0.0174,0.0413,-0.0207,,,0.2758,0.0992,,0.1786
IDrest_150.soma.v.ISI_log_slope_skip,,-0.1564,0.0587,0.1285,0.0666,,0.0407,,0.0261,-0.0338,-0.0222,0.0681,0.0248,-0.0508,-0.4813,-0.7947,0.3353,,,-0.0364,-0.3468,-0.0002,-0.0359,0.3067,1.0767,0.005,0.0658,0.2376,,0.1618,,-0.1783,-0.0096,0.163,-0.8005,-0.032,0.0283,-0.0166,,,0.199,0.094,,0.0147
IDrest_160.soma.v.AP_height,,9.1306,15.3179,11.4807,25.098,28.8296,21.0504,21.7641,23.78,13.1282,29.8744,10.6834,8.0687,12.9805,21.6813,12.9834,7.5731,27.9345,21.3342,18.3513,18.9723,26.5964,28.7349,16.9596,23.0068,19.3966,13.6678,18.1253,28.655,23.2578,18.5519,19.9618,13.9019,17.6557,10.3911,5.2675,18.5888,16.213,,24.0326,18.2944,10.5984,1.7643,11.2377
IDrest_160.soma.v.AHP_slow_time,,0.1583,0.208,0.2187,0.2166,0.1855,0.2553,,0.2146,0.2632,0.1864,0.2181,0.2078,0.1608,0.2008,0.1887,0.1413,0.0524,0.0988,0.2638,0.3051,0.2287,0.2858,0.2104,0.0903,0.2058,0.1579,0.1247,0.1665,0.1777,0.2481,0.0863,0.2649,0.1264,0.0885,0.2252,0.2822,0.3004,,0.2299,0.1422,0.274,0.2419,0.2193
IDrest_160.soma.v.ISI_CV,,0.2751,0.0717,0.2569,0.1531,0.2272,0.144,,0.0571,0.0967,0.0767,0.0767,0.1208,0.2839,0.1397,0.3723,0.2573,0.2239,0.1837,0.0598,0.0358,0.0582,0.0418,0.0576,0.4926,0.1372,0.1076,0.4796,0.1699,0.2802,0.0418,0.2702,0.049,0.2866,,0.0541,0.0536,0.0707,,0.2852,0.2754,0.091,0.236,0.3277
IDrest_160.soma.v.doublet_ISI,,94.6,62.65,76.2,83.9,78.8,30.5667,1049.0,54.5,,45.1,92.85,75.5,111.55,121.3,103.6,178.2,72.35,103.25,128.15,120.2,111.4,118.65,136.25,101.15,76.05,69.15,52.95,129.5,47.1,58.65,91.0,68.25,101.45,133.6,82.75,90.8,51.6,,82.1,67.55,132.55,159.5,62.5
IDrest_160.soma.v.adaptation_index2,,0.0537,0.0025,0.0497,0.0111,0.0204,0.0036,,-0.0013,0.0086,0.004,0.0108,0.0056,0.0532,0.025,-0.2521,0.1096,0.1102,0.0358,0.0098,-0.003,-0.001,-0.0025,0.0078,0.2656,0.0073,0.0087,0.0965,0.0211,0.0124,0.0008,-0.0871,0.0014,0.085,,0.0009,0.0056,-0.0048,,0.0096,0.1077,0.011,-0.0602,0.0221
IDrest_160.soma.v.mean_frequency,,5.2864,8.6938,6.0184,6.2485,6.6509,8.5246,1.582,9.7001,6.3141,8.0608,7.0158,8.077,4.9802,5.0792,4.6674,4.0319,3.0887,4.213,6.3432,6.4101,4.9606,6.8097,6.2307,3.1861,6.6084,6.0241,4.8528,4.3787,7.5816,9.7487,3.5455,8.2963,4.6654,3.1808,6.5346,9.3674,10.5605,,6.7158,4.4637,6.0243,4.8301,6.3878
IDrest_160.soma.v.AHP_depth_abs_slow,,-63.5305,-64.9225,-56.3129,-68.5459,-63.1161,-57.0687,,-57.5873,-61.1658,-56.2702,-63.3469,-62.191,-67.5117,-65.0733,-59.2849,-72.4415,-68.226,-67.4514,-75.3403,-66.5768,-66.1559,-63.4051,-71.3331,-65.6171,-70.894,-65.6291,-62.5736,-69.2341,-59.1922,-59.7845,-66.4543,-64.1821,-68.129,-68.1598,-65.1911,-68.6533,-57.3304,,-67.4565,-68.0231,-70.087,-62.6602,-63.7278
IDrest_160.soma.v.AP_width,,2.775,3.2625,3.9482,2.1364,2.1967,4.362,2.8833,4.5822,2.5222,5.1637,2.3058,2.7046,2.496,2.7854,4.4625,3.3357,2.94,2.9367,1.6893,2.0221,3.0983,2.33,2.2091,3.23,1.9667,3.8486,2.4643,2.0918,3.2581,3.8817,2.9625,2.423,2.8708,2.5,3.0407,1.8109,3.969,,2.3471,2.7841,2.2521,2.6167,2.4083
IDrest_160.soma.v.time_to_first_spike,,22.15,17.5,22.05,24.75,21.85,16.1,39.0,15.9,36.9,22.9,36.8,20.15,,32.5,31.15,42.65,21.9,25.0,26.0,31.4,49.0,26.35,25.65,30.6,20.25,29.5,19.55,23.25,17.65,20.25,25.15,17.9,27.9,31.0,34.0,23.65,21.9,,18.25,25.55,36.5,29.4,21.75
IDrest_160.soma.v.AHP_depth_abs,,-61.737,-64.4982,-54.4575,-67.589,-62.1962,-56.1692,-65.9769,-57.1204,-60.2919,-55.8214,-62.4469,-61.4652,-66.4167,-64.0272,-57.4284,-71.5477,-63.9177,-64.2123,-74.3974,-64.4307,-64.116,-62.0371,-69.7168,-63.9435,-69.9761,-64.078,-60.8732,-67.7876,-58.7536,-59.2104,-65.3516,-63.3296,-67.5391,-66.9651,-64.1655,-68.1788,-56.0518,,-66.5055,-66.6544,-68.0197,-58.1239,-62.5102
IDrest_160.soma.v.ISI_log_slope,,0.2812,0.0047,0.2347,0.0648,0.1946,0.0698,,0.0003,0.0585,0.0231,0.0882,0.0763,0.2832,0.0654,-0.7972,0.3921,0.4035,0.1573,0.0497,-0.0099,0.0098,-0.0303,0.0598,1.0767,0.0708,0.0896,0.4965,0.1388,0.1807,0.0095,-0.2097,-0.0003,0.3762,,0.0043,0.0413,-0.0558,,0.1643,0.4937,0.0961,-0.249,0.1786
IDrest_160.soma.v.ISI_log_slope_skip,,-0.1564,-0.0367,0.1781,0.0182,0.136,0.0273,,-0.0056,-0.0338,-0.0222,0.0413,0.0248,0.2375,0.0412,-0.7947,0.3755,0.4035,-0.0792,0.0056,-0.0159,0.0019,-0.0561,0.0381,1.0767,0.005,0.0404,0.2376,0.1399,0.0983,-0.0049,-0.3654,-0.0177,0.163,,-0.0204,0.0283,-0.0315,,0.1325,0.1229,0.0465,-0.1868,0.0147
IDrest_160.soma.v.voltage_base,,-82.1774,-84.3175,-83.0226,-83.4668,-82.4102,-81.1445,-82.8331,-82.4373,-82.6391,-81.6077,-82.7892,-82.9369,-83.0043,-83.1424,-82.4962,-84.0793,-83.8637,-82.4344,-85.309,-82.3957,-81.5174,-82.5025,-84.4942,-83.3405,-85.4545,-83.1193,-83.5598,-84.5884,-82.8483,-81.511,-83.0237,-82.551,-83.2739,-84.2169,-83.4494,-82.6501,-83.2514,,-81.5878,-83.5169,-84.2321,-84.071,-83.9213
IDrest_160.soma.v.time_to_last_spike,,1840.25,1954.9,1818.85,1929.1,1869.5,1957.1,1671.75,1958.0,1882.4,1919.15,1920.25,1910.4,1902.1,1967.4,1613.4,1487.1,1623.15,1904.55,1883.0,1945.15,1920.5,1904.6,1927.75,1572.5,1964.35,1992.15,1944.75,1796.25,1893.9,1945.35,1653.35,1930.25,1913.5,1386.85,1912.65,1971.6,1989.5,,1926.15,1920.75,1991.7,1973.9,1960.0
IDrest_160.soma.v.inv_time_to_first_spike,,45.5761,57.2625,47.1013,40.4412,45.836,62.6984,26.0695,62.8956,27.1883,44.3798,28.3515,49.9628,,30.8349,32.3368,23.6708,45.6773,40.0641,38.5185,31.8733,20.4956,38.5741,39.0649,32.722,49.3902,33.9862,51.2263,43.0556,56.7342,49.5716,39.788,56.0075,35.8497,32.4692,29.6425,44.3881,45.6773,,56.8253,39.1427,27.5836,34.1146,46.1294
IDrest_160.soma.v.inv_first_ISI,,10.9279,15.9618,20.91,12.0311,12.7199,33.4949,2.6856,18.8061,,22.427,13.1279,13.262,8.9697,8.2446,10.1575,5.7754,13.9395,9.7724,7.8056,8.4639,9.9536,10.9168,7.3559,10.1968,13.1528,14.7797,19.0082,7.7254,21.233,17.0569,10.9893,15.2719,9.8923,7.5264,12.8544,11.7405,19.7868,,12.5951,14.815,7.5773,6.3041,16.0256
IDrest_160.soma.v.inv_second_ISI,,6.2988,8.5906,7.4053,6.2515,8.1035,9.4895,0.4283,9.2299,6.5284,8.4647,7.9495,8.6474,5.9093,4.7263,3.3097,3.9954,2.6065,4.5527,6.3844,5.8122,4.3674,6.2647,6.2187,4.7349,7.124,6.3444,7.8241,4.0882,9.5772,9.3647,3.348,7.9716,5.2872,2.8613,6.2091,9.6924,8.7674,,7.0007,5.9628,6.4233,3.7012,8.044
IDrest_160.soma.v.inv_third_ISI,,4.5184,8.3373,6.2569,5.8638,7.3006,8.8983,0.0,8.914,5.6056,7.3418,7.0564,7.9821,5.4586,4.5214,4.4268,3.4311,1.9961,3.1163,5.7169,5.7903,4.3817,6.0168,5.997,1.769,6.6279,5.7222,5.198,3.8787,8.754,9.274,2.5026,7.505,4.2514,1.0661,5.854,9.2173,9.035,,6.6575,3.6835,5.9856,3.8593,7.3655
IDrest_160.soma.v.inv_fourth_ISI,,4.5717,7.4815,5.6096,5.417,6.2108,8.1795,0.0,9.0926,5.1412,6.893,6.4447,7.3182,4.2352,4.1477,3.0084,2.5177,1.6548,3.5096,5.5423,5.7476,4.3572,5.7274,5.646,1.5255,5.3171,5.1608,3.946,3.8126,7.2524,9.1457,1.3231,7.4299,4.1482,1.2407,5.8173,9.2276,9.346,,6.5542,3.6143,5.4932,5.3386,4.6576
IDrest_160.soma.v.inv_fifth_ISI,,4.3044,8.0136,5.5181,5.5437,6.221,7.9473,0.0,8.7288,5.5415,7.3094,6.4588,7.687,3.7854,4.73,2.7503,1.6949,0.0,2.9411,5.9128,5.6452,4.1723,6.0574,5.6124,0.0,5.5727,5.436,5.179,2.5419,6.7281,9.1246,2.0425,7.3687,3.642,1.9179,5.5498,9.1724,9.5791,,6.0332,2.9279,5.5196,4.074,6.5502
IDrest_160.soma.v.inv_last_ISI,,4.7497,8.4154,4.2571,5.6166,5.7668,8.5963,0.6926,9.7445,6.0508,7.3256,6.2786,8.3303,3.5102,3.9592,4.7041,2.6373,1.6548,3.6449,5.6491,6.1915,4.4091,6.5131,5.5435,1.5255,6.3387,5.5021,3.8101,3.4995,8.1783,9.3336,2.9608,7.8033,3.7355,2.3707,6.0796,8.5678,10.4105,,6.5632,3.1733,5.5764,5.5923,6.1998
IDrest_160.soma.v.AP_amplitude,,61.4454,64.351,55.8723,77.8689,77.8263,66.464,73.3385,67.3521,59.9145,70.4509,59.5866,55.5601,63.6408,71.5098,56.473,60.8085,81.7725,72.9439,79.4464,68.6345,76.5344,77.2752,71.6776,73.7588,78.0477,63.7149,67.7234,81.8376,69.4012,64.7281,71.1238,64.568,70.2383,62.1898,54.9644,74.3664,63.0418,,79.5139,73.5683,65.2699,48.7042,61.2817
IDrest_160.soma.v.AP1_amp,,59.1044,67.145,75.4569,83.9481,83.3163,74.2812,76.9969,76.7444,61.5325,82.9925,61.0844,58.6519,65.7537,76.2887,56.575,61.82,84.12,73.25,81.2406,71.6412,80.61,81.1794,70.9894,78.89,80.9038,67.4156,70.02,85.3419,79.785,68.4712,76.9638,65.3419,71.0781,66.0219,54.6406,78.1925,67.8737,,83.3619,76.6494,66.8144,50.8706,59.7869
